 ;spi/pic   06-DEC-2006 AT 14:22:58   align_01_002.pic
 ;                   PSI,       THE,        PHI,         REF#,        EXP# ,    CUM. {INPLANE,    SX,       SY,         NPROJ},        DIFF,     CCROT        INPLANE,      SX,      SY
        90   15   0.0000       90.000       65.436       77.000       90.000       200.27       4.7338      -10.276       1.0000      -1.0000       962.68       200.27       4.7338      -10.276       1.0000     
        91   15   0.0000       45.000       287.92       29.000       91.000       57.303       7.8127       2.6385       1.0000      -1.0000       1161.5       57.303       7.8127       2.6385       1.0000     
        92   15   0.0000       195.00       287.92       6.0000       92.000       104.72       3.1986      -2.2164       1.0000      -1.0000       1088.7       104.72       3.1986      -2.2164      -1.0000     
        93   15   0.0000       255.00       278.10       68.000       93.000       135.07      -5.6642      -5.6495       1.0000      -1.0000       1110.6       135.07      -5.6642      -5.6495      -1.0000     
        94   15   0.0000       225.00       239.93       27.000       94.000       294.58      -2.2091       3.4118       1.0000      -1.0000       1150.1       294.58      -2.2091       3.4118      -1.0000     
        95   15   0.0000       210.00       323.91       16.000       95.000       126.44     -0.27750      -4.6382       1.0000      -1.0000       1092.0       126.44     -0.27750      -4.6382      -1.0000     
        96   15   0.0000       240.00       303.07       48.000       96.000       115.74      -3.6815      0.84574       1.0000      -1.0000       1132.6       115.74      -3.6815      0.84574      -1.0000     
        97   15   0.0000       240.00       303.07       48.000       97.000       62.374      -3.3783      -10.798       1.0000      -1.0000       1177.9       62.374      -3.3783      -10.798      -1.0000     
        98   15   0.0000       45.000       287.92       29.000       98.000       69.295       1.3181       1.6948       1.0000      -1.0000       1106.4       69.295       1.3181       1.6948       1.0000     
        99   15   0.0000       225.00       239.93       27.000       99.000       163.10     -0.46215       1.0196       1.0000      -1.0000       1118.2       163.10     -0.46215       1.0196      -1.0000     
       100   15   0.0000       240.00       265.19       46.000       100.00       334.13      -2.6449       3.1630       1.0000      -1.0000       1206.4       334.13      -2.6449       3.1630      -1.0000     
