 ;bat/dat   27-JAN-2004 AT 12:34:23   PIX453/PIX453doc.dat
 2567 2  2567.0      5.0000    
 2568 2  2568.0      4.0000    
 2569 2  2569.0      4.0000    
 2570 2  2570.0      1.0000    
 2571 2  2571.0      2.0000    
 2572 2  2572.0      5.0000    
 2573 2  2573.0      5.0000    
 2574 2  2574.0      4.0000    
 2575 2  2575.0      5.0000    
 2576 2  2576.0      4.0000    
 2577 2  2577.0      8.0000    
 2578 2  2578.0      2.0000    
 2579 2  2579.0      4.0000    
 2580 2  2580.0      4.0000    
 2581 2  2581.0      5.0000    
 2582 2  2582.0      4.0000    
 2583 2  2583.0      5.0000    
 2584 2  2584.0      5.0000    
 2585 2  2585.0      1.0000    
 2586 2  2586.0      2.0000    
 2587 2  2587.0      2.0000    
 2588 2  2588.0      4.0000    
 2589 2  2589.0      1.0000    
 2590 2  2590.0      1.0000    
 2591 2  2591.0      2.0000    
 2592 2  2592.0      5.0000    
 2593 2  2593.0      2.0000    
 2594 2  2594.0      4.0000    
 2595 2  2595.0      2.0000    
 2596 2  2596.0      2.0000    
 2597 2  2597.0      5.0000    
 2598 2  2598.0      1.0000    
 2599 2  2599.0      5.0000    
 2600 2  2600.0      2.0000    
 2601 2  2601.0      6.0000    
 2602 2  2602.0      6.0000    
 2603 2  2603.0      4.0000    
 2604 2  2604.0      2.0000    
 2605 2  2605.0      4.0000    
 2606 2  2606.0      2.0000    
 2607 2  2607.0      1.0000    
 2608 2  2608.0      1.0000    
 2609 2  2609.0      4.0000    
 2610 2  2610.0      4.0000    
 2611 2  2611.0      2.0000    
 2612 2  2612.0      2.0000    
 2613 2  2613.0      1.0000    
 2614 2  2614.0      2.0000    
 2615 2  2615.0      5.0000    
 2616 2  2616.0      4.0000    
 2617 2  2617.0      1.0000    
 2618 2  2618.0      4.0000    
 2619 2  2619.0      1.0000    
 2620 2  2620.0      5.0000    
 2621 2  2621.0      2.0000    
 2622 2  2622.0      7.0000    
 2623 2  2623.0      4.0000    
 2624 2  2624.0      2.0000    
 2625 2  2625.0      1.0000    
 2626 2  2626.0      4.0000    
 2627 2  2627.0      2.0000    
 2628 2  2628.0      2.0000    
 2629 2  2629.0      7.0000    
 2630 2  2630.0      2.0000    
 2631 2  2631.0      1.0000    
 2632 2  2632.0      2.0000    
 2633 2  2633.0      5.0000    
 2634 2  2634.0      8.0000    
 2635 2  2635.0      2.0000    
 2636 2  2636.0      2.0000    
 2637 2  2637.0      5.0000    
 2638 2  2638.0      5.0000    
 2639 2  2639.0      2.0000    
 2640 2  2640.0      4.0000    
 2641 2  2641.0      5.0000    
 2642 2  2642.0      4.0000    
 2643 2  2643.0      4.0000    
 2644 2  2644.0      1.0000    
 2645 2  2645.0      1.0000    
 2646 2  2646.0      5.0000    
 2647 2  2647.0      2.0000    
 2648 2  2648.0      6.0000    
 2649 2  2649.0      4.0000    
 2650 2  2650.0      5.0000    
 2651 2  2651.0      1.0000    
 2652 2  2652.0      5.0000    
 2653 2  2653.0      8.0000    
 2654 2  2654.0      8.0000    
 2655 2  2655.0      1.0000    
 2656 2  2656.0      5.0000    
 2657 2  2657.0      5.0000    
 2658 2  2658.0      5.0000    
 2659 2  2659.0      2.0000    
 2660 2  2660.0      2.0000    
 2661 2  2661.0      5.0000    
 2662 2  2662.0      4.0000    
 2663 2  2663.0      1.0000    
 2664 2  2664.0      2.0000    
 2665 2  2665.0      5.0000    
 2666 2  2666.0      7.0000    
 2667 2  2667.0      1.0000    
 2668 2  2668.0      1.0000    
 2669 2  2669.0      5.0000    
 2670 2  2670.0      5.0000    
 2671 2  2671.0      1.0000    
 2672 2  2672.0      1.0000    
 2673 2  2673.0      4.0000    
 2674 2  2674.0      1.0000    
 2675 2  2675.0      2.0000    
 2676 2  2676.0      5.0000    
 2677 2  2677.0      5.0000    
 2678 2  2678.0      1.0000    
 2679 2  2679.0      1.0000    
 2680 2  2680.0      5.0000    
 2681 2  2681.0      5.0000    
 2682 2  2682.0      4.0000    
 2683 2  2683.0      1.0000    
 2684 2  2684.0      2.0000    
 2685 2  2685.0      7.0000    
 2686 2  2686.0      2.0000    
 2687 2  2687.0      4.0000    
 2688 2  2688.0      1.0000    
 2689 2  2689.0      2.0000    
 2690 2  2690.0      2.0000    
 2691 2  2691.0      1.0000    
 2692 2  2692.0      5.0000    
 2693 2  2693.0      4.0000    
 2694 2  2694.0      8.0000    
 2695 2  2695.0      4.0000    
 2696 2  2696.0      1.0000    
 2697 2  2697.0      5.0000    
 2698 2  2698.0      8.0000    
 2699 2  2699.0      1.0000    
 2700 2  2700.0      2.0000    
 2701 2  2701.0      5.0000    
 2702 2  2702.0      1.0000    
 2703 2  2703.0      1.0000    
 2704 2  2704.0      1.0000    
 2705 2  2705.0      4.0000    
 2706 2  2706.0      1.0000    
 2707 2  2707.0      1.0000    
 2708 2  2708.0      7.0000    
 2709 2  2709.0      4.0000    
 2710 2  2710.0      6.0000    
 2711 2  2711.0      2.0000    
 2712 2  2712.0      4.0000    
 2713 2  2713.0      1.0000    
 2714 2  2714.0      5.0000    
 2715 2  2715.0      2.0000    
 2716 2  2716.0      1.0000    
 2717 2  2717.0      2.0000    
 2718 2  2718.0      1.0000    
 2719 2  2719.0      2.0000    
 2720 2  2720.0      2.0000    
 2721 2  2721.0      7.0000    
 2722 2  2722.0      5.0000    
 2723 2  2723.0      4.0000    
 2724 2  2724.0      4.0000    
 2725 2  2725.0      5.0000    
 2726 2  2726.0      1.0000    
 2727 2  2727.0      1.0000    
 2728 2  2728.0      6.0000    
 2729 2  2729.0      1.0000    
 2730 2  2730.0      7.0000    
 2731 2  2731.0      5.0000    
 2732 2  2732.0      4.0000    
 2733 2  2733.0      5.0000    
 2734 2  2734.0      1.0000    
 2735 2  2735.0      2.0000    
 2736 2  2736.0      5.0000    
 2737 2  2737.0      2.0000    
 2738 2  2738.0      2.0000    
 2739 2  2739.0      5.0000    
 2740 2  2740.0      4.0000    
 2741 2  2741.0      1.0000    
 2742 2  2742.0      5.0000    
 2743 2  2743.0      5.0000    
 2744 2  2744.0      2.0000    
 2745 2  2745.0      2.0000    
 2746 2  2746.0      5.0000    
 2747 2  2747.0      4.0000    
 2748 2  2748.0      2.0000    
 2749 2  2749.0      5.0000    
 2750 2  2750.0      1.0000    
 2751 2  2751.0      5.0000    
 2752 2  2752.0      4.0000    
 2753 2  2753.0      7.0000    
 2754 2  2754.0      2.0000    
 2755 2  2755.0      1.0000    
 2756 2  2756.0      1.0000    
 2757 2  2757.0      7.0000    
 2758 2  2758.0      4.0000    
 2759 2  2759.0      1.0000    
 2760 2  2760.0      1.0000    
 2761 2  2761.0      7.0000    
 2762 2  2762.0      1.0000    
 2763 2  2763.0      1.0000    
 2764 2  2764.0      7.0000    
 2765 2  2765.0      2.0000    
 2766 2  2766.0      1.0000    
 2767 2  2767.0      7.0000    
 2768 2  2768.0      4.0000    
 2769 2  2769.0      2.0000    
 2770 2  2770.0      5.0000    
 2771 2  2771.0      5.0000    
 2772 2  2772.0      4.0000    
 2773 2  2773.0      2.0000    
 2774 2  2774.0      1.0000    
 2775 2  2775.0      5.0000    
 2776 2  2776.0      4.0000    
 2777 2  2777.0      1.0000    
 2778 2  2778.0      5.0000    
 2779 2  2779.0      5.0000    
 2780 2  2780.0      7.0000    
 2781 2  2781.0      2.0000    
 2782 2  2782.0      2.0000    
 2783 2  2783.0      2.0000    
 2784 2  2784.0      7.0000    
 2785 2  2785.0      1.0000    
 2786 2  2786.0      1.0000    
 2787 2  2787.0      5.0000    
 2788 2  2788.0      2.0000    
 2789 2  2789.0      4.0000    
 2790 2  2790.0      2.0000    
 2791 2  2791.0      5.0000    
 2792 2  2792.0      4.0000    
 2793 2  2793.0      5.0000    
 2794 2  2794.0      5.0000    
 2795 2  2795.0      1.0000    
 2796 2  2796.0      5.0000    
 2797 2  2797.0      2.0000    
 2798 2  2798.0      4.0000    
 2799 2  2799.0      5.0000    
 2800 2  2800.0      5.0000    
 2801 2  2801.0      1.0000    
 2802 2  2802.0      5.0000    
 2803 2  2803.0      5.0000    
 2804 2  2804.0      2.0000    
 2805 2  2805.0      5.0000    
 2806 2  2806.0      5.0000    
 2807 2  2807.0      4.0000    
 2808 2  2808.0      2.0000    
 2809 2  2809.0      4.0000    
 2810 2  2810.0      2.0000    
 2811 2  2811.0      1.0000    
 2812 2  2812.0      4.0000    
 2813 2  2813.0      5.0000    
 2814 2  2814.0      2.0000    
 2815 2  2815.0      4.0000    
 2816 2  2816.0      1.0000    
 2817 2  2817.0      2.0000    
 2818 2  2818.0      4.0000    
 2819 2  2819.0      5.0000    
 2820 2  2820.0      4.0000    
 2821 2  2821.0      4.0000    
 2822 2  2822.0      4.0000    
 2823 2  2823.0      1.0000    
 2824 2  2824.0      5.0000    
 2825 2  2825.0      5.0000    
 2826 2  2826.0      5.0000    
 2827 2  2827.0      2.0000    
 2828 2  2828.0      5.0000    
 2829 2  2829.0      1.0000    
 2830 2  2830.0      5.0000    
 2831 2  2831.0      4.0000    
 2832 2  2832.0      1.0000    
 2833 2  2833.0      4.0000    
 2834 2  2834.0      4.0000    
 2835 2  2835.0      1.0000    
 2836 2  2836.0      1.0000    
 2837 2  2837.0      2.0000    
 2838 2  2838.0      2.0000    
 2839 2  2839.0      1.0000    
 2840 2  2840.0      1.0000    
 2841 2  2841.0      4.0000    
 2842 2  2842.0      7.0000    
 2843 2  2843.0      4.0000    
 2844 2  2844.0      1.0000    
 2845 2  2845.0      1.0000    
 2846 2  2846.0      1.0000    
 2847 2  2847.0      5.0000    
 2848 2  2848.0      4.0000    
 2849 2  2849.0      7.0000    
 2850 2  2850.0      5.0000    
 2851 2  2851.0      2.0000    
 2852 2  2852.0      2.0000    
 2853 2  2853.0      2.0000    
 2854 2  2854.0      5.0000    
 2855 2  2855.0      1.0000    
 2856 2  2856.0      4.0000    
 2857 2  2857.0      1.0000    
 2858 2  2858.0      5.0000    
 2859 2  2859.0      5.0000    
 2860 2  2860.0      5.0000    
 2861 2  2861.0      2.0000    
 2862 2  2862.0      4.0000    
 2863 2  2863.0      6.0000    
 2864 2  2864.0      1.0000    
 2865 2  2865.0      4.0000    
 2866 2  2866.0      2.0000    
 2867 2  2867.0      4.0000    
 2868 2  2868.0      5.0000    
 2869 2  2869.0      4.0000    
 2870 2  2870.0      1.0000    
 2871 2  2871.0      5.0000    
 2872 2  2872.0      4.0000    
 2873 2  2873.0      5.0000    
 2874 2  2874.0      2.0000    
 2875 2  2875.0      4.0000    
 2876 2  2876.0      4.0000    
 2877 2  2877.0      2.0000    
 2878 2  2878.0      2.0000    
 2879 2  2879.0      5.0000    
 2880 2  2880.0      5.0000    
 2881 2  2881.0      2.0000    
 2882 2  2882.0      5.0000    
 2883 2  2883.0      4.0000    
 2884 2  2884.0      5.0000    
 2885 2  2885.0      5.0000    
 2886 2  2886.0      6.0000    
 2887 2  2887.0      1.0000    
 2888 2  2888.0      7.0000    
 2889 2  2889.0      5.0000    
 2890 2  2890.0      8.0000    
 2891 2  2891.0      4.0000    
 2892 2  2892.0      5.0000    
 2893 2  2893.0      2.0000    
 2894 2  2894.0      5.0000    
 2895 2  2895.0      5.0000    
 2896 2  2896.0      5.0000    
 2897 2  2897.0      5.0000    
 2898 2  2898.0      4.0000    
 2899 2  2899.0      4.0000    
 2900 2  2900.0      4.0000    
 2901 2  2901.0      8.0000    
 2902 2  2902.0      4.0000    
 2903 2  2903.0      4.0000    
 2904 2  2904.0      1.0000    
 2905 2  2905.0      2.0000    
 2906 2  2906.0      4.0000    
 2907 2  2907.0      4.0000    
 2908 2  2908.0      5.0000    
 2909 2  2909.0      2.0000    
 2910 2  2910.0      1.0000    
 2911 2  2911.0      5.0000    
 2912 2  2912.0      5.0000    
 2913 2  2913.0      4.0000    
 2914 2  2914.0      1.0000    
 2915 2  2915.0      1.0000    
 2916 2  2916.0      5.0000    
 2917 2  2917.0      4.0000    
 2918 2  2918.0      1.0000    
 2919 2  2919.0      2.0000    
 2920 2  2920.0      5.0000    
 2921 2  2921.0      2.0000    
 2922 2  2922.0      4.0000    
 2923 2  2923.0      5.0000    
 2924 2  2924.0      1.0000    
 2925 2  2925.0      5.0000    
 2926 2  2926.0      2.0000    
 2927 2  2927.0      1.0000    
 2928 2  2928.0      1.0000    
 2929 2  2929.0      2.0000    
 2930 2  2930.0      1.0000    
 2931 2  2931.0      7.0000    
 2932 2  2932.0      1.0000    
 2933 2  2933.0      4.0000    
 2934 2  2934.0      5.0000    
 2935 2  2935.0      7.0000    
 2936 2  2936.0      2.0000    
 2937 2  2937.0      1.0000    
 2938 2  2938.0      5.0000    
 2939 2  2939.0      2.0000    
 2940 2  2940.0      3.0000    
 2941 2  2941.0      4.0000    
 2942 2  2942.0      5.0000    
 2943 2  2943.0      8.0000    
 2944 2  2944.0      4.0000    
 2945 2  2945.0      4.0000    
 2946 2  2946.0      1.0000    
 2947 2  2947.0      5.0000    
 2948 2  2948.0      5.0000    
 2949 2  2949.0      2.0000    
 2950 2  2950.0      4.0000    
 2951 2  2951.0      5.0000    
 2952 2  2952.0      5.0000    
 2953 2  2953.0      4.0000    
 2954 2  2954.0      6.0000    
 2955 2  2955.0      5.0000    
 2956 2  2956.0      5.0000    
 2957 2  2957.0      7.0000    
 2958 2  2958.0      7.0000    
 2959 2  2959.0      6.0000    
 2960 2  2960.0      4.0000    
 2961 2  2961.0      5.0000    
 2962 2  2962.0      1.0000    
 2963 2  2963.0      4.0000    
 2964 2  2964.0      4.0000    
 2965 2  2965.0      7.0000    
 2966 2  2966.0      1.0000    
 2967 2  2967.0      4.0000    
 2968 2  2968.0      2.0000    
 2969 2  2969.0      2.0000    
 2970 2  2970.0      5.0000    
 2971 2  2971.0      4.0000    
 2972 2  2972.0      4.0000    
 2973 2  2973.0      5.0000    
 2974 2  2974.0      4.0000    
 2975 2  2975.0      1.0000    
 2976 2  2976.0      2.0000    
 2977 2  2977.0      5.0000    
 2978 2  2978.0      1.0000    
 2979 2  2979.0      5.0000    
 2980 2  2980.0      5.0000    
 2981 2  2981.0      5.0000    
 2982 2  2982.0      2.0000    
 2983 2  2983.0      5.0000    
 2984 2  2984.0      1.0000    
 2985 2  2985.0      1.0000    
 2986 2  2986.0      5.0000    
 2987 2  2987.0      5.0000    
 2988 2  2988.0      5.0000    
 2989 2  2989.0      2.0000    
 2990 2  2990.0      4.0000    
 2991 2  2991.0      5.0000    
 2992 2  2992.0      4.0000    
 2993 2  2993.0      5.0000    
 2994 2  2994.0      4.0000    
 2995 2  2995.0      1.0000    
 2996 2  2996.0      4.0000    
 2997 2  2997.0      4.0000    
